#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
18,"keyword research for seo",3,,,40,https://backlinko.com/keyword-research,4.6,11500000,"2017-09-24 14:28:26",71,8.00,
19,"what is keyword research",9,6,"2017-09-22 10:30:39",150,https://backlinko.com/keyword-research,4.0,14500000,"2017-10-25 13:30:38",66,7.00,
20,"how to find keywords for seo",9,,,100,https://backlinko.com/keyword-research,3.8,4100000,"2017-10-15 23:44:12",73,9.00,
21,"key word analysis",2,3,"2017-09-16 01:55:19",30,https://backlinko.com/keyword-research,3.7,12200000,"2017-11-05 21:06:54",88,4.50,
22,"kw research",2,,,20,https://backlinko.com/keyword-research,3.1,40500000,"2017-09-23 15:18:48",83,12.00,
23,"how to do keyword research 2017",2,,,20,https://backlinko.com/keyword-research,2.8,9570000,"2017-10-27 08:36:20",30,,
24,"keyword seo",9,,,90,https://backlinko.com/keyword-research,2.7,32900000,"2017-11-03 22:40:25",68,0.04,
25,"organic keyword research",4,,,30,https://backlinko.com/keyword-research,2.7,4420000,"2017-11-05 11:43:36",71,7.00,
26,"niche keyword research",6,,,40,https://backlinko.com/keyword-research,2.4,819000,"2017-11-06 10:00:43",64,0.30,
27,"how to keyword search",7,6,"2017-09-24 09:31:09",200,https://backlinko.com/keyword-research,2.4,50600000,"2017-10-25 17:24:38",76,13.00,
28,"seo keyword search",10,,,90,https://backlinko.com/keyword-research,2.2,8790000,"2017-10-31 07:06:10",88,7.00,
29,"keyword research tips",6,,,30,https://backlinko.com/keyword-research,1.9,6040000,"2017-09-16 23:03:25",50,,
30,"keyword research 2017",2,,,10,https://backlinko.com/keyword-research,1.8,11600000,"2017-10-26 09:52:51",31,,
31,"how to do seo keyword research",6,,,30,https://backlinko.com/keyword-research,1.8,60200000,"2017-11-01 09:44:14",71,11.00,
32,"keyword reserch",2,,,10,https://backlinko.com/keyword-research,1.8,15400000,"2017-10-21 16:51:12",78,,
33,"keyword reasearch",2,,,10,https://backlinko.com/keyword-research,1.7,17300000,"2017-10-20 11:30:00",78,,
34,"researching keywords",6,,,30,https://backlinko.com/keyword-research,1.6,22300000,"2017-09-30 16:53:40",76,7.00,
35,"how to keyword research",6,,,30,https://backlinko.com/keyword-research,1.6,6300000,"2017-11-01 10:11:45",76,10.00,
36,"seo keyword research report",5,,,20,https://backlinko.com/keyword-research,1.5,4170000,"2017-11-06 07:43:36",70,,
37,"how to find seo keywords",10,,,60,https://backlinko.com/keyword-research,1.4,3480000,"2017-10-25 19:14:18",73,10.00,
38,"easy keyword research",5,,,20,https://backlinko.com/keyword-research,1.2,5310000,"2017-10-26 18:07:04",61,2.50,
39,"how to do keyword research for free",8,,,30,https://backlinko.com/keyword-research,1.1,9660000,"2017-11-04 04:50:41",72,6.00,
40,"how to do keyword research for seo",7,,,20,https://backlinko.com/keyword-research,0.92,65900000,"2017-11-03 10:27:28",67,12.00,
41,"keywords for research",10,,,30,https://backlinko.com/keyword-research,0.80,793000000,"2017-11-04 09:34:09",71,6.00,
42,"keyword search for seo",10,,,30,https://backlinko.com/keyword-research,0.71,6850000,"2017-11-02 11:16:19",84,,
43,"blog keyword research",6,,,10,https://backlinko.com/keyword-research,0.66,8900000,"2017-10-24 06:04:37",61,8.00,
44,"how to find seo",7,,,10,https://backlinko.com/keyword-research,0.49,3880000,"2017-10-31 23:24:07",67,8.00,
45,"keyword research for beginners",7,,,10,https://backlinko.com/keyword-research,0.45,1800000,"2017-10-28 13:25:21",60,,
46,"definitive research",9,,,10,https://backlinko.com/keyword-research,0.32,115000000,"2017-10-16 13:22:21",6,,
