#,Keyword,Position,"Position History","Position History Date",Volume,URL,Traffic,Results,"Last Update",Difficulty,CPC,"Page URL inside"
55,"pro seo tools",5,,,30,https://backlinko.com/seo-tools,2.1,8330000,"2017-10-31 18:12:42",50,12.00,
56,"best free seo software",9,,,70,https://backlinko.com/seo-tools,2.0,4480000,"2017-10-28 19:12:36",66,,
57,"what are the best seo tools",2,,,10,https://backlinko.com/seo-tools,2.0,3910000,"2017-11-04 13:11:38",52,20.00,
58,"seo free tools",8,,,50,https://backlinko.com/seo-tools,2.0,6440000,"2017-11-01 14:31:56",65,11.00,
59,"seo tool online",9,,,60,https://backlinko.com/seo-tools,2.0,2880000,"2017-11-04 13:09:42",85,15.00,
60,"paid seo tools",4,,,20,https://backlinko.com/seo-tools,1.9,2700000,"2017-09-24 12:03:04",34,35.00,
61,"seo tools ranking",4,,,20,https://backlinko.com/seo-tools,1.9,1130000,"2017-10-31 21:54:18",75,,
62,"the best seo tool",4,,,20,https://backlinko.com/seo-tools,1.8,3220000,"2017-10-28 13:12:57",45,,
63,"seo website tools",7,,,40,https://backlinko.com/seo-tools,1.8,40100000,"2017-11-05 18:21:07",84,5.00,
64,"seo marketing tools",5,,,20,https://backlinko.com/seo-tools,1.7,20900000,"2017-11-04 15:56:55",84,14.00,
65,"tool for seo",9,,,50,https://backlinko.com/seo-tools,1.5,79200000,"2017-11-02 01:38:24",71,12.00,
66,"seo agency tools",8,,,40,https://backlinko.com/seo-tools,1.4,618000,"2017-11-01 10:47:49",59,6.00,
67,"best seo tools free",6,,,20,https://backlinko.com/seo-tools,1.3,4220000,"2017-11-01 06:09:25",59,6.00,
68,"seo help free",8,,,30,https://backlinko.com/seo-tools,1.3,75400000,"2017-11-05 09:00:52",53,7.00,
69,"best seo marketing tools",3,,,10,https://backlinko.com/seo-tools,1.2,0,"2017-10-18 20:27:14",57,6.00,
70,"the best seo tools",3,,,10,https://backlinko.com/seo-tools,1.2,9820000,"2017-10-23 21:27:03",44,6.00,
71,"seo tracking software",9,,,40,https://backlinko.com/seo-tools,1.2,17300000,"2017-11-04 11:27:28",83,12.00,
72,"seo tool free",7,,,20,https://backlinko.com/seo-tools,1.1,3270000,"2017-10-29 12:19:48",67,7.00,
73,"complete seo report",8,,,30,https://backlinko.com/seo-tools,1.1,46300000,"2017-09-22 21:45:39",76,,
74,"seo tracker free",5,,,10,https://backlinko.com/seo-tools,1.0,6800000,"2017-10-27 08:43:30",83,,
75,"website seo tool",9,,,30,https://backlinko.com/seo-tools,0.99,3000000,"2017-10-14 23:16:45",88,12.00,
76,"seo website tool",10,,,40,https://backlinko.com/seo-tools,0.98,41000000,"2017-10-30 18:14:11",88,10.00,
77,"seo toolset",7,,,20,https://backlinko.com/seo-tools,0.94,222000,"2017-11-03 03:57:02",78,,
78,"seo tools website",7,,,20,https://backlinko.com/seo-tools,0.93,10800000,"2017-10-01 14:26:37",81,25.00,
79,"seo backlink tool",8,,,20,https://backlinko.com/seo-tools,0.77,445000,"2017-10-25 14:20:29",92,13.00,
80,"backlinko blog",1,,,150,https://backlinko.com/seo-tools,0.77,126000,"2017-10-23 20:54:58",60,,"Site links"
81,"seo free tool",8,,,20,https://backlinko.com/seo-tools,0.75,5660000,"2017-09-24 13:33:03",77,4.50,
82,"seo metrics tool",6,,,10,https://backlinko.com/seo-tools,0.66,3510000,"2017-10-12 03:52:52",58,16.00,
83,"seo tools download",9,,,20,https://backlinko.com/seo-tools,0.62,6410000,"2017-11-01 18:53:47",84,25.00,
84,"best seo analysis tool",10,,,30,https://backlinko.com/seo-tools,0.62,595000,"2017-10-31 16:05:16",61,7.00,
85,"some tools",1,,,10,https://backlinko.com/seo-tools,0.62,1180000000,"2017-10-23 13:52:08",13,,"Image pack"
86,"seo tools reviews",9,,,20,https://backlinko.com/seo-tools,0.62,7740000,"2017-11-01 04:00:55",49,5.00,
87,"simple seo tools",9,,,20,https://backlinko.com/seo-tools,0.55,11500000,"2017-11-03 22:48:25",56,,
88,"seo helper tool",7,,,10,https://backlinko.com/seo-tools,0.53,595000,"2017-10-23 06:12:16",74,8.00,
89,"automated seo tools",8,,,10,https://backlinko.com/seo-tools,0.53,4030000,"2017-10-30 19:14:39",42,6.00,
90,"backlinking tools",10,11,"2017-09-13 19:54:04",20,https://backlinko.com/seo-tools,0.50,359000,"2017-11-05 12:32:03",66,9.00,
91,"dean tool",7,,,10,https://backlinko.com/seo-tools,0.49,179000000,"2017-10-18 11:36:26",1,,
92,"what is an seo tool",10,,,20,https://backlinko.com/seo-tools,0.48,2950000,"2017-10-29 08:25:46",75,,
93,"seo software 2017",9,,,10,https://backlinko.com/seo-tools,0.42,5470000,"2017-10-28 10:12:18",53,,
94,"search optimization tools",10,,,20,https://backlinko.com/seo-tools,0.42,182000000,"2017-10-06 01:57:59",67,,
95,"best free seo",10,,,20,https://backlinko.com/seo-tools,0.41,26800000,"2017-11-05 03:24:51",65,,
96,"best search engine optimization tools",8,,,10,https://backlinko.com/seo-tools,0.40,2940000,"2017-09-22 05:04:19",65,10.00,
97,"seo ranker free",9,,,10,https://backlinko.com/seo-tools,0.38,222000,"2017-10-20 09:15:11",62,5.00,
98,"fre seo",9,,,10,https://backlinko.com/seo-tools,0.32,17600000,"2017-10-24 11:32:33",70,6.00,
99,"list ranking tool",10,,,10,https://backlinko.com/seo-tools,0.30,186000000,"2017-10-23 09:20:40",7,,
100,"link building tools 2017",10,,,10,https://backlinko.com/seo-tools,0.27,45500000,"2017-10-28 11:07:41",23,,
101,"seo features list",10,,,10,https://backlinko.com/seo-tools,0.26,35000000,"2017-10-23 10:56:52",11,,
102,"seo tools for website",10,,,10,https://backlinko.com/seo-tools,0.25,20700000,"2017-09-24 16:53:25",68,7.00,
103,"free tools for seo",10,,,10,https://backlinko.com/seo-tools,0.24,8110000,"2017-11-01 11:17:02",59,,
